Px,Py,Pz,Qx,Qy,Qz,Qw
0.0784135460853576,-0.0424981676042079,-0.7676708102226257,-0.2198340594768524,-0.5883674621582031,0.6547425985336304,-0.4204864501953125
-0.5009917616844177,-0.4362000226974487,0.2404206842184066,0.1056917160749435,0.4176828861236572,0.8748651146888733,0.2213170528411865
-0.0940164029598236,0.2126615941524505,0.966295838356018,-0.4083230495452881,-0.5419819355010986,0.6371815800666809,0.3654141426086426
-0.0940164029598236,0.2126615941524505,0.966295838356018,-0.4083230495452881,-0.5419819355010986,0.6371815800666809,0.3654141426086426
-0.1551029086112976,0.1742698550224304,0.4499419927597046,-0.2188223898410797,-0.4953474700450897,0.7686826586723328,0.3404035866260528
-0.1551029086112976,0.1742698550224304,0.4499419927597046,-0.2188223898410797,-0.4953474700450897,0.7686826586723328,0.3404035866260528
-0.1551029086112976,0.1742698550224304,0.4499419927597046,-0.2188223898410797,-0.4953474700450897,0.7686826586723328,0.3404035866260528
-0.1551029086112976,0.1742698550224304,0.4499419927597046,-0.2188223898410797,-0.4953474700450897,0.7686826586723328,0.3404035866260528
-0.1769581437110901,-0.0911212712526321,0.0496278703212738,0.0238995905965566,0.6677155494689941,0.7221620678901672,0.179071843624115
0.0677860081195831,0.2231844812631607,-0.2039285600185394,0.8061507940292358,0.5914412140846252,-0.0001420457556378,0.0178335681557655
-0.0283276438713073,0.0211075991392135,0.0528985075652599,0.838222324848175,-0.3884596228599548,-0.1633983254432678,0.346097320318222
-0.0127261579036712,0.1199607104063034,0.2413500696420669,0.020638633519411,-0.1031252741813659,0.9752193689346312,-0.1946441680192947
-0.0206183567643165,0.0341126844286918,0.6602016091346741,-0.8069500923156738,0.1642189025878906,-0.2399356067180633,0.5140958428382874
-0.1842141151428222,0.5568891167640686,-0.4185650646686554,0.0388449020683765,0.867192268371582,0.4959664940834045,0.0220419820398092
0.0870029777288436,0.2224233746528625,0.2796330451965332,-0.6772758960723877,-0.3604882955551147,0.2984149158000946,0.5677094459533691
-0.0423034504055976,0.1134972721338272,1.1084903478622437,-0.0062479972839355,0.9470914006233216,0.23892243206501,-0.2142310738563537
-0.0332745984196662,-0.0107324346899986,0.9144428968429564,0.916732370853424,0.2290900200605392,0.1086284443736076,0.3087384402751922
-0.1088543385267257,-0.1848362386226654,0.5746959447860718,0.581882655620575,-0.512235701084137,0.6101486086845398,-0.1635414808988571
0.0061029121279716,-0.0341217219829559,0.9015505313873292,0.3370671570301056,0.4984293580055237,0.6412433385848999,0.4761940538883209
-0.2320109754800796,0.0243025962263345,0.5867186188697815,0.0424286425113678,0.7990431189537048,-0.5986257791519165,-0.0371081121265888
-0.004670319147408,0.0346364602446556,0.2348378300666809,-0.5460387468338013,0.5924006104469299,-0.4407354593276977,0.3957972228527069
0.2917650640010834,0.0690965503454208,-0.645037055015564,-0.2434185743331909,0.0555717907845974,-0.2144200950860977,0.9442897439002992
0.0161847285926342,0.0304203927516937,0.6470121741294861,-0.4703786671161651,0.877276599407196,-0.0845603123307228,0.0444876588881015
0.1504886299371719,-0.1743829250335693,0.2806328535079956,0.8624299168586731,-0.4874059557914734,-0.0931502506136894,0.0998654440045356
-0.1144152656197547,0.2360956966876983,0.3504618406295776,0.2677052319049835,0.8020684123039246,0.5064095854759216,0.1690248548984527
0.2701176404953003,0.7073230147361755,0.0824749842286109,0.138606309890747,0.8602133393287659,0.4844841957092285,0.0780787914991378
0.1535928696393966,-0.1755569875240326,-0.6136691570281982,0.8561909198760986,-0.38107630610466,-0.1527944207191467,0.3136427104473114
-0.0432500317692756,-0.0789533257484436,0.292195200920105,0.2271164804697036,-0.3623570799827575,0.1181783825159072,0.8961859345436096
0.5960053205490112,-0.0031714439392089,0.6839226484298706,0.1656053215265274,-0.0995083898305893,-0.7747413516044617,0.6020371317863464
-0.0280399173498153,-0.0197948478162288,-0.2410515546798706,0.6983835697174072,0.2321009039878845,0.2222123444080352,0.639539897441864
-0.1585150361061096,0.1664097309112548,0.956376612186432,0.3536140620708465,0.908466100692749,0.1177420020103454,0.1891643553972244
0.0217422042042017,-0.2301675379276275,-0.5426136255264282,-0.4081980586051941,0.3368057906627655,-0.6313410401344299,0.5668726563453674
0.1198649406433105,0.0358351841568946,0.025445356965065,-0.3893712759017944,0.6961570978164673,-0.185218796133995,0.5739768147468567
0.0383021384477615,0.2302770763635635,0.2501198947429657,-0.2774754464626312,-0.2463178038597107,0.6142321825027466,0.6964580416679382
0.1492713987827301,-0.1792254447937011,1.021381139755249,0.8039177060127258,-0.3876130878925323,-0.1834011524915695,0.4121119976043701
0.2231548130512237,-0.25894296169281,0.8613911271095276,-0.6035266518592834,0.672721266746521,0.3186049461364746,-0.2858190834522247
-0.2716543078422546,-0.0506876409053802,-0.6436774134635925,-0.2789930701255798,0.7078500986099243,0.6040058135986328,-0.2372509092092514
0.2255339473485946,-0.0136602502316236,1.049586534500122,-0.5361213684082031,-0.1619879603385925,-0.0854124799370765,0.8240378499031067
0.3658267259597778,0.0476275831460952,0.3380632996559143,-0.3619645237922668,-0.2014841735363006,0.4426343441009521,0.7952739000320435
0.0466602370142936,0.0431634187698364,-0.6955938935279846,0.0450201071798801,0.66510409116745,-0.5575284361839294,0.4947439730167389
0.0021733492612838,0.5074192881584167,-0.1741176545619964,0.9875048398971558,-0.0355296768248081,0.0055174883455038,-0.1534318625926971
0.0407504737377166,0.0105254128575325,0.0270991474390029,-0.4035727977752685,0.8679124712944031,-0.2624855637550354,0.1223039478063583
-0.1499604880809784,-0.0462626107037067,0.2155569642782211,-0.260386973619461,0.0214852076023817,0.9071682095527648,0.3298223912715912
-0.2121177315711975,-0.0970213934779167,1.0243475437164309,-0.207053393125534,0.9778371453285216,0.0261746402829885,-0.0166817586869001
-0.0263585187494754,-0.230426624417305,0.2282704710960388,0.3114787638187408,-0.3368268311023712,-0.7073543071746826,0.5377532243728638
0.22852823138237,0.0212866831570863,-0.5729878544807434,0.9455755949020386,-0.0343630760908126,0.1215616315603256,0.2998811304569244
-0.0350564494729042,0.0008372664451599,-0.6220174431800842,-0.4760473966598511,0.0583882071077823,-0.1002475321292877,0.8717339634895325
0.0889446064829826,-0.0772381871938705,-0.7148163318634033,-0.5068508386611938,0.2975514233112335,0.7075533270835876,0.3923438489437103
0.004456054419279,-0.2528266906738281,-0.6116766929626465,0.8088172674179077,-0.5281979441642761,0.1413425356149673,-0.2164342999458313
-0.8055984973907471,-0.3406760394573211,-0.0642594918608665,-0.5915713310241699,0.406484991312027,-0.3617090880870819,0.5949620008468628
0.026043102145195,-0.0255556404590606,0.7781136631965637,-0.1308417618274688,-0.0456055514514446,0.9230274558067322,0.3589162230491638
0.2649307548999786,0.7348594665527344,-0.2176192104816436,0.9376376867294312,-0.1854339838027954,-0.0570844896137714,0.2884286940097809
0.0098004266619682,-0.0942433103919029,0.2392081469297409,-0.0985913947224617,0.857822835445404,0.5031036734580994,0.0361456535756588
0.232851892709732,0.0143846720457077,0.0560716651380062,0.4524076581001282,0.0161412637680768,0.0319624133408069,0.89109206199646
0.5233622789382935,-0.4834521412849426,0.0969376787543296,-0.2961503863334656,0.7236971259117126,-0.5769044756889343,0.2360899895429611
-0.3045121431350708,-0.5412250757217407,-0.5033645033836365,0.96787691116333,-0.2252645194530487,0.0254347696900367,-0.1087341010570526
